index,SMILES,PCE
365,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC=C(C3=CC4=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)C3=NSN=C13)S2,9.3
366,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(OCC(CC)CCCC)C=C(CC5C(=O)C6=CC(F)=CC=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(OCC(CC)CCCC)C=C(/C=C4\C(=O)C5=CC=C(F)C=C5C4=C(C#N)C#N)S3)=C2)C=C1,9
367,CCCCCCCCC(CCCCCCCC)N1C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(CCCCCCCC)(CCCCCCCC)C2=C1SC(/C=C1\C(=O)C4=C(C=C(F)C(F)=C4)C1=C(C#N)C#N)=C2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1,10.62
368,CCCCOC1=C(C2=CC=C(B(C3=CC=C(C4=C(OCCCC)C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S4)S3)C3=C(C(C)(C)C)C=C(C(C)(C)C)C=C3C(C)(C)C)S2)SC(/C=C2\C(=O)C3=C(C=CC=C3)C2=C(C#N)C#N)=C1,4.07
369,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=C(CCCCCCCC)C9=C(C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C%13SC(/C=C%14C(C(C=C(Cl)C(Cl)=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%12)=C%13S9)C(CCCCCCCC)=C8S5,14.1
370,O=C(C(SC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C(SC(/C=C%11C(C(SC=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4,10.42
371,CCC(CC)N1C(=O)C2=CC=C3C4=C5C6=C(C=C4)C(=O)N(C(CC)CC)C(=O)C6=CC(C4=C6C7=C8C(=CC=C9C(=O)N(C(CC)CC)C(=O)C(=C98)C=C7)C7=C6C6=C(C=C7)C(=O)N(C(CC)CC)C(=O)C6=C4)=C5C4=C3C2=C(C=C4)C1=O,5.03
372,CCCCC(CC)COC1=C(OCC(CC)CCCC)C(C2=CC3=C(S2)C2=C(CC(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)=C2N=CC=NC2=C1C1=CC2=C(S1)C1=C(C=C(/C=C3\C(=O)C4=C(C=C(Cl)C(Cl)=C4)C3=C(C#N)C#N)S1)C2(CC(CC)CCCC)CC(CC)CCCC.Cl,9.09
373,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C4SC5=C(C4=C4SC6=C(C4=C2S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C6SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C5SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C=C1,8.11
374,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C1=C(C=C(/C=C4\C(=O)C5=C(CCC=C5)C4=C(C#N)C#N)S1)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC2=C1SC(/C=C1\C(=O)C3=C(CCC=C3)C1=C(C#N)C#N)=C2,10.9
375,CCCCCCCN1C(=O)/C(=C\C2=CC=C(C3=CC4=C(S3)C3=CC5=C(C=C3C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C(C=C(C4=CC=C(/C=C6/SC(=C(C#N)C#N)N(CCCCCCC)C6=O)C6=NSN=C46)S3)C5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=NSN=C23)SC1=C(C#N)C#N,5.5
376,CCCCCCC(CCCCCC)N1C(=O)C2=CC=C3C4=C(C=CC(=C24)C1=O)C1=C2C4=C(C=C1)C(=O)N(C(CCCCCC)CCCCCC)C(=O)C4=CC(C1=CC=C4C(=C1)C1(C5=CC=CC=C5C5=CC=CC=C51)C1=C4C=CC(C4=CC5=C6C(=CC=C7C8=CC=C9C(=O)N(C(CCCCCC)CCCCCC)C(=O)C%10=C9C8=C(C=C%10)C4=C76)C(=O)N(C(CCCCCC)CCCCCC)C5=O)=C1)=C32,9.5
377,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(OCCCCCC)=C(C4=CC5=C(S4)C6=C(C7=CC(C8(C9=CC=C(CCCCCC)S9)C%10=CC=C(CCCCCC)S%10)=C(C%11=C8C(SC(C%12=C(OCCCCCC)C=C(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)S%12)=C%15)=C%15S%11)C=C7C6(C%16=CC=C(CCCCCC)S%16)C%17=CC=C(CCCCCC)S%17)S5)S3,11.6
378,O=C1N(C(CCCCC)CCCCC)C(C2=C(C1C=C3[Se]4)C5=C3C(C4=CC6C(N(C(CCCCC)CCCCC)C7=O)=O)=C(C6=C7C=C8C9=CC=C(/C(C%10=CC=C(C%11=CC%12=C%13C%14=C%15C%16=C%17C(C=CC(C(N(C(CCCCC)CCCCC)C%18=O)=O)=C%17C%18C=C%16[Se]C%15=CC%13C(N(C(CCCCC)CCCCC)C%12=O)=O)=C%14%11)C=C%10)=C(C%19=CC=C(C%20=CC%21=C%22C%23=C%24C%25=C%26C(C=CC(C(N(C(CCCCC)CCCCC)C%27=O)=O)=C%26C%27C=C%25[Se]C%24=CC%22C(N(C(CCCCC)CCCCC)C%21=O)=O)=C%23%20)C=C%19)\C%28=CC=C(C%29=CC%30=C%31C%32=C%33C%34=C%35C(C=CC(C(N(C(CCCCC)CCCCC)C%36=O)=O)=C%35C%36C=C%34[Se]C%33=CC%31C(N(C(CCCCC)CCCCC)C%30=O)=O)=C%32%29)C=C%28)C=C9)C8=C5C=C2)=O,7.63
379,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=C4C(=C3)C3=C(C5=C(C=C(/C=C6\C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S5)S3)C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C2C=C(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)S3)C=C1,10.23
380,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(N4CC(CCCC)CCCCCC)C6=C(C7=CC(C8(C9=CC=C(CCCCCC)C=C9)C%10=CC=C(CCCCCC)C=C%10)=C(C%11=C8C(N(CC(CCCC)CCCCCC)C%12=C%13SC(/C=C%14C(C(C=C(Cl)C(Cl)=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%12)=C%13S%11)C=C7C6(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17)S5,13.4
381,O=C(C1=C(C)SC=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=C(C9=CC=C(CC(CC)CCCC)S9)C%10=C(C(C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%14SC(/C=C%15/C(C%16=CSC(C)=C%16C%15=O)=C(C#N)\C#N)=C%13)=C%14S%10)C(C%17=CC=C(CC(CC)CCCC)S%17)=C8S5,13.18
382,CCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C1SC1=C2SC2=C1C(C1=CC=C(CCCCCC)C=C1)(C1=CC=C(CCCCCC)C=C1)C1=C2SC(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1CCCCCCCC,13.02
383,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=CC=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C=C1,6.11
384,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CC=CC=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=CC=CC=C4C2=C(C#N)C#N)=C3)C=C1,6.4
385,CCCCCCCCN1C2=C(SC(C3=C(CCCCCC)C=C(C=C(C#N)C#N)S3)=C2)C2=C1C=C(C1=C(CCCCCC)C=C(C=C(C#N)C#N)S1)S2,0.56
386,CCCCCCCCCCC(CCCCCCCC)CN1C2=C(SC3=C2C2=NN(CC(CC)CCCC)N=C2C2=C3SC(/C=C3\C(=O)C4=C(C=C(Cl)C(Cl)=C4)C3=C(C#N)C#N)=C2)C2=C1C1=C(C3=NSN=C32)C2=C(C3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=C(Cl)C(Cl)=C5)C4=C(C#N)C#N)S2)C2=NN(CC(CC)CCCC)N=C23)N1CC(CCCCCCCC)CCCCCCCCCC,11.79
387,CCCCCCCCOC1=C(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)C2=NSN=C2C(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)=C1OCCCCCCCC,5.81
388,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=C(Br)S4)C2=C(C#N)C#N)=C3)C=C1,11.9
389,CCCCCCCCCCCC1=C(/C=C\C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C/C=C2\C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)=C1CCCCCCCCCCC,11.22
390,O=C(C(C=CC(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=C(CCCCCCCC)C9=C(C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C%13SC(/C=C%14C(C(C=CC(F)=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%12)=C%13S9)C(CCCCCCCC)=C8S5,11.62
391,CCCCCCC1=CC=C(C2(C3=CC=C(C)C=C3)C3=CC4=C(OCC(CC)CCCC)C5=C(C=C4C(OCC(CC)CCCC)=C3C3=C2C2=C(C=C(/C=C4\C(=O)C6=C(C=C(F)C(F)=C6)C4=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C5SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3)C=C1,12.3
392,CCCCCCCCOC1=CC=CC(OCCCCCCCC)=C1C1=C(C2=CC=C(/C=C3/C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)S2)SC(C2=CC(OCC(CC)CCCC)=C(C3=CC(C4=C(OCCCCCCCC)C=CC=C4OCCCCCCCC)=C(C4=CC=C(/C=C5/C(=O)C6=CC(F)=C(F)C=C6C5=C(C#N)C#N)S4)S3)C=C2OCC(CC)CCCC)=C1,9.69
393,CCCCCCCCCCC(CCCC)CN1C2=C(SC3=C2CC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3CCCCCC)C2=C1C1=C(C3=NSN=C32)C2=C(C3=C(S2)C(CCCCCC)=C(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)S3)N1CC(CCC)CCCCCCCCCC,13.74
394,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=C(C=CC(C)=C4)C1=C(C#N)C#N)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(/C=C2\C(=O)C3=C(C=CC(C)=C3)C2=C(C#N)C#N)=C1,6.31
395,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(OCC(CC)CCCC)=C(C4=CC(C5(CC(CC)CCCC)CC(CC)CCCC)=C(S4)C6=C5C=C(C7=C(OCC(CC)CCCC)C=C(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)/C#N)=O)S7)S6)S3,7.4
396,O=C(C1=C(C)SC=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C5=C(C4(C6=CC=C(CCCCCC)S6)C7=CC=C(CCCCCC)S7)C=C(C8=C9C(SC(/C=C%10C(C%11=C(C)SC=C%11C\%10=C(C#N)\C#N)=O)=C%12)=C%12S8)C(C9(C%13=CC=C(CCCCCC)S%13)C%14=CC=C(CCCCCC)S%14)=C5)S3,12.4
397,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C/C=C5/C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C/C=C2/C(=O)C4=C(C=CC(F)=C4)C2=C(C#N)C#N)=C3)C=C1,9.72
398,CCCCC(CC)COC1=C2C=C(/C=C3/C(=O)C4=CC=CC=C4C3=C(C#N)C#N)SC2=C(OCC(CC)CCCC)C2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C(OCC(CC)CCCC)C3=C(SC(/C=C4/C(=O)C5=CC=CC=C5C4=C(C#N)C#N)=C3)C(OCC(CC)CCCC)=C12,6.29
399,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=CC=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C=C1,7.05
400,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C)C4=C(C(C)=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CC(F)=C(F)C=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=CC(F)=C(F)C=C4C2=C(C#N)C#N)=C3)C=C1,14.08
401,CCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(Cl)C(Cl)=C3)C2=C(C#N)C#N)=C1CCCCCCCCC,17.8
402,CCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=CC(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=CC(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCC,16.2
403,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C=C6)C5=C(C#N)C#N)N2CCCCCC)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2N(CCCCCC)C(/C=C2\C(=O)C4=C(C=C(F)C=C4)C2=C(C#N)C#N)=C3)C=C1,11.14
404,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S3)S2)C(C2=CC=C(C)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC2=C3SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C=C1,11.4
405,CCCCCCCCC(CCCCCC)COC1=CC(C2=CC(CCCCCC)=C(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)S2)=C(OCC(CCCCCC)CCCCCCCC)C=C1C1=CC(CCCCCC)=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)S1,10.27
406,CCCCC1=C(C2=CC=C(B(C3=CC=C(C4=C(CCCC)C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S4)S3)C3=C(C(C)(C)C)C=C(C(C)(C)C)C=C3C(C)(C)C)S2)SC(/C=C2\C(=O)C3=C(C=CC=C3)C2=C(C#N)C#N)=C1,3.75
407,CCN(C/1=O)/C(SC1=C/C2=CC=C(C3=CC4=C(C=C3)C5=CC=C(C6=CC=C(/C=C7S/C(N(CC)C\7=O)=C(C#N)\C#N)C8=NSN=C68)C=C5C49C%10=CC=C(OCCCCCCCC)C=C%10C%11=C9C=CC(OCCCCCCCC)=C%11)C%12=NSN=C2%12)=C(C#N)/C#N,10.26
408,CCCCCCCCCCC1(CCCCCCCCCC)C2=C(C=CC(C3=CC=C(C#CC4=CC=C5C(=O)N(CC(CC)CCCC)C(=O)C6=CC=CC4=C65)C4=NSN=C34)=C2)C2C=CC(C3=CC=C(C#CC4=CC=C5C(=O)N(CC(CC)CCCC)C(=O)C6=CCCC4=C56)C4=NSN=C34)=CC21,7.12
409,CCCCCCC(C)N1C(=O)C2=CC3=C4C5=C(C=CC(=C25)C1=O)C1=C2C5=C(C=C1)C(=O)N(C(CCCCCC)CCCCCC)C(=O)C5=CC(=C24)C1=C3C2=CC3=C4C(=CC(C5=CC=C(/C(=C/C6=CC=C(C7=C8C9=CC=C%10C(=O)N(C(CCCCCC)CCCCCC)C(=O)C%11=C%10C9=C9C(=C%11)C%10=C(C%11=CC%12=C(C(=C7)C(=O)N(C(CCCCCC)CCCCCC)C%12=O)C8=C%119)C7=C8C9=C(C=CC%11=C9C(=C7)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)C7=C9C%11=C(C=C7)C(=O)N(C(CCCCCC)CCCCCC)C(=O)C%11=CC%10=C98)C=C6)C6=CC=C(C7=C8C9=CC=C%10C(=O)N(C(CCCCCC)CCCCCC)C(=O)C%11=C%10C9=C9C(=C%11)C%10=C(C%11=CC%12=C(C(=C7)C(=O)N(C(CCCCCC)CCCCCC)C%12=O)C8=C%119)C7=C8C9=C(C=CC%11=C9C(=C7)C(=O)N(C(CCCCCC)CCCCCC)C%11=O)C7=C9C%11=C(C=C7)C(=O)N(C(CCCCCC)CCCCCC)C(=O)C%11=CC%10=C98)C=C6)C=C5)=C5C6=CC=C7C(=O)N(C(CCCCCC)CCCCCC)C(=O)C8=C7C6=C(C1=C8)C2=C45)C(=O)N(C(CCCCCC)CCCCCC)C3=O,6.91
410,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C2C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)SC2=C3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4C=C3SC(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)=CC3=C2)C=C1,6.49
411,CCCCCCCCCCC(CCCCCCCC)CN1C2=C(SC3=C2C2=NN(CC(CC)CCCC)N=C2C2=C3SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C1=C(C3=NSN=C32)C2=C(C3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)C2=NN(CC(CC)CCCC)N=C23)N1CC(CCCCCCCC)CCCCCCCCCC,11.75
412,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=CC(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NN(CC(CC)CCCC)N=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C(F)C=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,14.25
413,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=CC6=C(C=C5C4(C7=CC=C(OCCCCCCCC)C=C7)C8=CC=C(OCCCCCCCC)C=C8)C9=CC%10=C(C(SC(/C=C%11C(C(C=CC=C%12)=C%12C\%11=C(C#N)\C#N)=O)=C%13)=C%13C%10(C%14=CC=C(OCCCCCCCC)C=C%14)C%15=CC=C(OCCCCCCCC)C=C%15)C=C9N6CCCCCCCC,6
414,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C(SCC(CC)CCCC)C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(SCC(CC)CCCC)C=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S3)=C2)C=C1,7.2
415,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC=C(C4=CC5=C(C6=C(C5(CC(CC)CCCC)CC(CC)CCCC)C=C(C7=CC=C(C8=CC=C(/C=C9C(C(C=CC=C%10)=C%10C\9=C(C#N)\C#N)=O)S8)S7)C=C6)S4)S3.CCCCCC.CCCCCC,8
416,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(C=C4C(=C3)C3=C(C5=C(C=C(/C=C6\C(=O)C7=CC(F)=CC=C7C6=C(C#N)C#N)S5)S3)C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C2C=C(C2=CC=C(/C=C4\C(=O)C5=CC=C(F)C=C5C4=C(C#N)C#N)S2)S3)C=C1,12.71
417,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(C1=C(CC(CC)CCCC)C=C(/C=C4\C(=O)C5=C(C=C6C=CC=CC6=C5)C4=C(C#N)C#N)S1)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(C2=C(CC(CC)CCCC)C=C(/C=C3\C(=O)C4=C(C=C5C=CC=CC5=C4)C3=C(C#N)C#N)S2)=C1,5.77
418,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C)SC=C5C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C3=C(S2)C2=C(C4=C(C=C(/C=C5\C(=O)C6=C(C)SC=C6C5=C(C#N)C#N)S4)S2)C3(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C=C1,8.87
419,O=C1C2=C(C(/C1=C/C3=C4C(SC(CCCCCCCC)=C4)=C(S3)C5=CC6=C(C(C(CC(CCCC)CC)(C7=C8C=CC(C9=C%10SC(CCCCCCCC)=CC%10=C(S9)/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C7)CC(CCCC)CC)C8C6(CC(CCCC)CC)CC(CCCC)CC)C=C5)=C(C#N)\C#N)C=C(F)C(F)=C2,12.74
420,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC(C)=C4)C2=C(C#N)C#N)=C3)C=C1,10.81
421,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=CC9=C(C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C%13SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%12)=C%13S9)C=C8S5,9.73
422,CCCCCCCCN1N=C2C(/C=C3\SC(=S)N(CC)C3=O)=CC=C(C3=CC4=C(S3)C3=C(S4)C4=CC5=C(C=C4C3(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C(C4=C(C=C(C6=CC=C(/C=C7\SC(=S)N(CC)C7=O)C7=NN(CCCCCCCC)N=C67)S4)S3)C5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C2=N1,0.13
423,O=C(C(C=C(Cl)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(S3)C(C(C5=CC=C(CCCCCC)C=C5)(C6=CC=C(CCCCCC)C=C6)C7=C8SC9=C7SC%10=C9C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%10SC%14=C%13SC(/C=C%15C(C(C=C(Cl)C=C%16)=C%16C\%15=C(C#N)/C#N)=O)=C%14)=C8S4,12.2
